component_id	repository	commit_sha	path	content_sha256	kind
globalgrid2050:pipeline/scripts/plugins/projects-v9-4.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/projects-v9-4.js	f585277b0d78f791507207de6cae2780969ea6e3a6a85b886ad54ecd26800e3a	application
globalgrid2050:pipeline/scripts/plugins/projects-v9-5-1.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/projects-v9-5-1.js	ccbc86835dfb1d2b0d0ea05fa7ec6987841b333555a570fababd471736f4a76d	application
globalgrid2050:pipeline/scripts/plugins/projects-v9-5.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/projects-v9-5.js	5561994a3a05ccffed410e9b3fdaa9924e08307215e8a0b6167910c8c5591b4f	application
globalgrid2050:pipeline/scripts/plugins/projects-v9-8.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/projects-v9-8.js	44ec7c94466fe37018c58da875573d30a8774fd50e54db9234d8c3d5a79041f6	application
globalgrid2050:pipeline/scripts/plugins/projects.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/projects.js	d942b7468317cdbe5a5cb7a2bdcd1d27a4cdda11f0d3efacc893298a79b14b2d	application
external:register-parquet	gridatlas	380c7ea8ceab49ee86593eafc2d8666a425779de	https://ventusltd.github.io/gridatlas/data/repd_projects_202608290716.parquet	174040c37f3d63742d6fdd7af722a8cfdf3fb53de3ff85ff1142d22fdac4866b	dataset
ventus-grid-engine:HEAD	ventus-grid-engine	abaa718bc4cbe793f88f69b6d505eceda4a87719	engine/		engine
data-interconnectors:reference/interconnector_cables.csv	data-interconnectors	1e00d0e4d7bf3ddbc86224b3b6be5c2f3eaabf86	reference/interconnector_cables.csv	0ea612d869624e23cd97e391c47e790f2488e6c0d14233d234b19d3324bfa36d	dataset
external:raw.githubusercontent.com:major_project_news_v9_5_1.json			https://raw.githubusercontent.com/Ventusltd/globalgrid2050/main/dist/major_project_news_v9_5_1.json		dataset
external:raw.githubusercontent.com:gb-transmission-network.v1.json			https://raw.githubusercontent.com/Ventusltd/data-grid-gb/1c9909d1138704b29235c27fd769436dda8a0b18/derived/gb-transmission-network.v1.json		dataset
external:ventusltd.github.io:repd_projects_202608290716.parquet			https://ventusltd.github.io/gridatlas/data/repd_projects_202608290716.parquet		dataset
unresolved:far-end-converters-x8			8 far converters (IFA, IFA2, Nemo, NSL, Viking, EWIC, Greenlink, Moyle)		dataset
gridatlas:atlas/data/interconnectors.geojson@R_ATLAS	gridatlas	future	atlas/data/interconnectors.geojson	0000-placeholder-regenerated-on-6378.137	dataset
demo:A			demo/A		demo
demo:B			demo/B		demo
